query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_1239_sprint-object_hard_v3-0436,test,"Munich,+Germany4087",43500,recent commuter transit hub vacant parking for transport hub,,transport_hub,parking_availability,recent,high,medium,1,1,semantic_brief,object_hard_v3,commuter_transit_hub,qt-q-rf_1239_sprint-object_hard_v3-0436,medium,domain-14,,0,0,commuter_transit_hub
q-rf_1239_sprint-object_hard_v3-0437,test,London4045,43600,recent curbside short stay parking availability for transport hub,,transport_hub,parking_availability,recent,high,medium,1,1,semantic_brief,object_hard_v3,curbside_short_stay,qt-q-rf_1239_sprint-object_hard_v3-0437,medium,domain-02,,0,0,curbside_short_stay
q-rf_1239_sprint-object_hard_v3-0438,test,"Rancho+Cordova,+CA5514",43700,archival venue queue rain precipitation level for downtown,,downtown,rainfall,archival,high,medium,1,1,semantic_brief,object_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-object_hard_v3-0438,medium,domain-08,,0,0,venue_queue_rain
q-rf_1239_sprint-object_hard_v3-0439,test,"Sydney,+Australia4067",43800,realtime storm runoff rainfall for downtown,,downtown,rainfall,realtime,high,medium,1,1,semantic_brief,object_hard_v3,storm_runoff,qt-q-rf_1239_sprint-object_hard_v3-0439,medium,domain-01,,0,0,storm_runoff
q-rf_1239_sprint-object_hard_v3-0440,test,"Ashburn,+VA10162",43900,recent shower burst precipitation level for downtown,,downtown,rainfall,recent,high,medium,2,2,semantic_brief,object_hard_v3,shower_burst,qt-q-rf_1239_sprint-object_hard_v3-0440,medium,domain-12;domain-15,,0,0,shower_burst
q-rf_1239_sprint-object_hard_v3-0441,test,"Seattle,+WA6450",44000,archival shower burst precipitation level for industrial,,industrial,rainfall,archival,high,hard,1,1,semantic_brief,object_hard_v3,shower_burst,qt-q-rf_1239_sprint-object_hard_v3-0441,hard,domain-09,,0,0,shower_burst
q-rf_1239_sprint-object_hard_v3-0442,test,"Atlanta,+GA2338",44100,realtime venue queue rain rain intensity for industrial,,industrial,rainfall,realtime,high,hard,1,1,semantic_brief,object_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-object_hard_v3-0442,hard,domain-02,,0,0,venue_queue_rain
q-rf_1239_sprint-object_hard_v3-0443,test,"Relay,+MD4093",44200,recent drainage overflow rainfall for industrial,,industrial,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,drainage_overflow,qt-q-rf_1239_sprint-object_hard_v3-0443,hard,domain-13,,0,0,drainage_overflow
q-rf_1239_sprint-object_hard_v3-0444,test,"New+York,+NY4134",44300,recent venue queue rain rain intensity for industrial,,industrial,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-object_hard_v3-0444,hard,domain-01,,0,0,venue_queue_rain
q-rf_1239_sprint-object_hard_v3-0445,test,"Atlanta,+GA6565",44400,archival storm runoff rainfall for residential,,residential,rainfall,archival,high,hard,1,1,semantic_brief,object_hard_v3,storm_runoff,qt-q-rf_1239_sprint-object_hard_v3-0445,hard,domain-07,,0,0,storm_runoff
q-rf_1239_sprint-object_hard_v3-0446,test,"Manasquan,+NJ4047",44500,realtime venue queue rain rainfall for residential,,residential,rainfall,realtime,high,hard,1,1,semantic_brief,object_hard_v3,venue_queue_rain,qt-q-rf_1239_sprint-object_hard_v3-0446,hard,domain-12,,0,0,venue_queue_rain
q-rf_1239_sprint-object_hard_v3-0447,test,"Tacoma,+WA6720",44600,recent storm runoff rain intensity for residential,,residential,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,storm_runoff,qt-q-rf_1239_sprint-object_hard_v3-0447,hard,domain-05,,0,0,storm_runoff
q-rf_1239_sprint-object_hard_v3-0448,test,"Roachdale,+IN6402",44700,realtime storm runoff rainfall for school area,,school_area,rainfall,realtime,high,hard,1,1,semantic_brief,object_hard_v3,storm_runoff,qt-q-rf_1239_sprint-object_hard_v3-0448,hard,domain-11,,0,0,storm_runoff
q-rf_1239_sprint-object_hard_v3-0449,test,Boston5499,44800,recent commuter downpour precipitation level for school area,,school_area,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,commuter_downpour,qt-q-rf_1239_sprint-object_hard_v3-0449,hard,domain-04,,0,0,commuter_downpour
q-rf_1239_sprint-object_hard_v3-0450,test,Paris4051,44900,realtime commuter downpour precipitation level for stadium area,,stadium_area,rainfall,realtime,high,hard,1,1,semantic_brief,object_hard_v3,commuter_downpour,qt-q-rf_1239_sprint-object_hard_v3-0450,hard,domain-10,,0,0,commuter_downpour
q-rf_1239_sprint-object_hard_v3-0451,test,"Relay,+MD6431",45000,recent drainage overflow rain intensity for stadium area,,stadium_area,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,drainage_overflow,qt-q-rf_1239_sprint-object_hard_v3-0451,hard,domain-03,,0,0,drainage_overflow
q-rf_1239_sprint-object_hard_v3-0452,test,"Munich,+Germany4087",45100,recent storm runoff precipitation level for stadium area,,stadium_area,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,storm_runoff,qt-q-rf_1239_sprint-object_hard_v3-0452,hard,domain-15,,0,0,storm_runoff
q-rf_1239_sprint-object_hard_v3-0453,test,London4045,45200,archival drainage overflow rainfall for transport hub,,transport_hub,rainfall,archival,high,hard,1,1,semantic_brief,object_hard_v3,drainage_overflow,qt-q-rf_1239_sprint-object_hard_v3-0453,hard,domain-10,,0,0,drainage_overflow
q-rf_1239_sprint-object_hard_v3-0454,test,"Rancho+Cordova,+CA5514",45300,realtime shower burst rainfall for transport hub,,transport_hub,rainfall,realtime,high,hard,1,1,semantic_brief,object_hard_v3,shower_burst,qt-q-rf_1239_sprint-object_hard_v3-0454,hard,domain-03,,0,0,shower_burst
q-rf_1239_sprint-object_hard_v3-0455,test,"Sydney,+Australia4067",45400,recent commuter downpour rain intensity for transport hub,,transport_hub,rainfall,recent,high,hard,1,1,semantic_brief,object_hard_v3,commuter_downpour,qt-q-rf_1239_sprint-object_hard_v3-0455,hard,domain-14,,0,0,commuter_downpour
q-rf_1239_sprint-object_hard_v3-0456,test,"Ashburn,+VA10162",45500,recent shower burst precipitation level for transport hub,,transport_hub,rainfall,recent,high,hard,2,2,semantic_brief,object_hard_v3,shower_burst,qt-q-rf_1239_sprint-object_hard_v3-0456,hard,domain-02;domain-05,,0,0,shower_burst
q-rf_1239_sprint-object_hard_v3-0457,test,"Seattle,+WA6450",45600,archival dimming schedule lighting state for downtown,,downtown,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0457,hard,domain-12,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0458,test,"Atlanta,+GA2338",45700,archival maintenance flicker lighting state for downtown,,downtown,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0458,hard,domain-08,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0459,test,"Relay,+MD4093",45800,realtime maintenance flicker lighting state for downtown,,downtown,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0459,hard,domain-12,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0460,test,"New+York,+NY4134",45900,realtime school perimeter fault lamp status for downtown,,downtown,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-object_hard_v3-0460,hard,domain-01,,0,0,school_perimeter_fault
q-rf_1239_sprint-object_hard_v3-0461,test,"Atlanta,+GA6565",46000,recent outage cluster street light state for downtown,,downtown,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0461,hard,domain-12,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0462,test,"Manasquan,+NJ4047",46100,archival outage cluster street light state for industrial,,industrial,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0462,hard,domain-09,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0463,test,"Tacoma,+WA6720",46200,realtime dimming schedule street light state for industrial,,industrial,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0463,hard,domain-09,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0464,test,"Roachdale,+IN6402",46300,realtime maintenance flicker lamp status for industrial,,industrial,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0464,hard,domain-02,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0465,test,Boston5499,46400,recent dimming schedule lamp status for industrial,,industrial,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0465,hard,domain-13,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0466,test,Paris4051,46500,recent maintenance flicker lighting state for industrial,,industrial,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0466,hard,domain-09,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0467,test,"Relay,+MD6431",46600,archival school perimeter fault street light state for residential,,residential,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-object_hard_v3-0467,hard,domain-07,,0,0,school_perimeter_fault
q-rf_1239_sprint-object_hard_v3-0468,test,"Munich,+Germany4087",46700,realtime maintenance flicker lighting state for residential,,residential,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0468,hard,domain-12,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0469,test,London4045,46800,recent outage cluster lamp status for residential,,residential,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0469,hard,domain-12,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0470,test,"Rancho+Cordova,+CA5514",46900,recent school perimeter fault lighting state for residential,,residential,street_light_state,recent,high,hard,2,2,semantic_brief,object_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-object_hard_v3-0470,hard,domain-05;domain-08,,0,0,school_perimeter_fault
q-rf_1239_sprint-object_hard_v3-0471,test,"Sydney,+Australia4067",47000,realtime school perimeter fault lamp status for school area,,school_area,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-object_hard_v3-0471,hard,domain-11,,0,0,school_perimeter_fault
q-rf_1239_sprint-object_hard_v3-0472,test,"Ashburn,+VA10162",47100,recent stadium egress lighting lamp status for school area,,school_area,street_light_state,recent,high,hard,2,2,semantic_brief,object_hard_v3,stadium_egress_lighting,qt-q-rf_1239_sprint-object_hard_v3-0472,hard,domain-04;domain-07,,0,0,stadium_egress_lighting
q-rf_1239_sprint-object_hard_v3-0473,test,"Seattle,+WA6450",47200,archival maintenance flicker street light state for stadium area,,stadium_area,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0473,hard,domain-15,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0474,test,"Atlanta,+GA2338",47300,archival stadium egress lighting street light state for stadium area,,stadium_area,street_light_state,archival,high,hard,2,2,semantic_brief,object_hard_v3,stadium_egress_lighting,qt-q-rf_1239_sprint-object_hard_v3-0474,hard,domain-03;domain-06,,0,0,stadium_egress_lighting
q-rf_1239_sprint-object_hard_v3-0475,test,"Relay,+MD4093",47400,realtime outage cluster lamp status for stadium area,,stadium_area,street_light_state,realtime,high,hard,1,1,semantic_brief,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0475,hard,domain-03,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0476,test,"New+York,+NY4134",47500,realtime stadium egress lighting street light state for stadium area,,stadium_area,street_light_state,realtime,high,hard,2,2,semantic_brief,object_hard_v3,stadium_egress_lighting,qt-q-rf_1239_sprint-object_hard_v3-0476,hard,domain-10;domain-15,,0,0,stadium_egress_lighting
q-rf_1239_sprint-object_hard_v3-0477,test,"Atlanta,+GA6565",47600,recent dimming schedule lighting state for stadium area,,stadium_area,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0477,hard,domain-03,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0478,test,"Manasquan,+NJ4047",47700,recent school perimeter fault lighting state for stadium area,,stadium_area,street_light_state,recent,high,hard,1,1,semantic_brief,object_hard_v3,school_perimeter_fault,qt-q-rf_1239_sprint-object_hard_v3-0478,hard,domain-15,,0,0,school_perimeter_fault
q-rf_1239_sprint-object_hard_v3-0479,test,"Tacoma,+WA6720",47800,archival dimming schedule lamp status for transport hub,,transport_hub,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0479,hard,domain-10,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0480,test,"Roachdale,+IN6402",47900,archival maintenance flicker lighting state for transport hub,,transport_hub,street_light_state,archival,high,hard,1,1,semantic_brief,object_hard_v3,maintenance_flicker,qt-q-rf_1239_sprint-object_hard_v3-0480,hard,domain-03,,0,0,maintenance_flicker
q-rf_1239_sprint-object_hard_v3-0481,test,Boston5499,48000,need the most relevant lighting state readings for outage cluster around transport hub with realtime freshness,,transport_hub,street_light_state,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0481,easy,domain-03,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0482,test,Paris4051,48100,need the most relevant lamp status readings for dimming schedule around transport hub with recent freshness,,transport_hub,street_light_state,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,dimming_schedule,qt-q-rf_1239_sprint-object_hard_v3-0482,easy,domain-03,,0,0,dimming_schedule
q-rf_1239_sprint-object_hard_v3-0483,test,"Relay,+MD6431",48200,need the most relevant lighting state readings for outage cluster around transport hub with recent freshness,,transport_hub,street_light_state,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,outage_cluster,qt-q-rf_1239_sprint-object_hard_v3-0483,easy,domain-02,,0,0,outage_cluster
q-rf_1239_sprint-object_hard_v3-0484,test,"Munich,+Germany4087",48300,need the most relevant lamp status readings for stadium egress lighting around transport hub with recent freshness,,transport_hub,street_light_state,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,stadium_egress_lighting,qt-q-rf_1239_sprint-object_hard_v3-0484,easy,domain-14,,0,0,stadium_egress_lighting
q-rf_1239_sprint-object_hard_v3-0485,test,London4045,48400,need the most relevant temperature readings for facade reflection around downtown with archival freshness,,downtown,temperature,archival,high,easy,1,1,paraphrase_controlled,object_hard_v3,facade_reflection,qt-q-rf_1239_sprint-object_hard_v3-0485,easy,domain-08,,0,0,facade_reflection
q-rf_1239_sprint-object_hard_v3-0486,test,"Rancho+Cordova,+CA5514",48500,need the most relevant thermal reading readings for pedestrian comfort around downtown with archival freshness,,downtown,temperature,archival,high,easy,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0486,easy,domain-01,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0487,test,"Sydney,+Australia4067",48600,need the most relevant temperature readings for cooling gap around downtown with realtime freshness,,downtown,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,cooling_gap,qt-q-rf_1239_sprint-object_hard_v3-0487,easy,domain-01,,0,0,cooling_gap
q-rf_1239_sprint-object_hard_v3-0488,test,"Ashburn,+VA10162",48700,need the most relevant ambient heat readings for heat island around downtown with realtime freshness,,downtown,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0488,easy,domain-13,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0489,test,"Seattle,+WA6450",48800,need the most relevant temperature readings for facade reflection around downtown with recent freshness,,downtown,temperature,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,facade_reflection,qt-q-rf_1239_sprint-object_hard_v3-0489,easy,domain-01,,0,0,facade_reflection
q-rf_1239_sprint-object_hard_v3-0490,test,"Atlanta,+GA2338",48900,need the most relevant ambient heat readings for heat island around downtown with recent freshness,,downtown,temperature,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0490,easy,domain-12,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0491,test,"Relay,+MD4093",49000,need the most relevant ambient heat readings for microclimate shift around downtown with recent freshness,,downtown,temperature,recent,high,easy,1,1,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0491,easy,domain-13,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0492,test,"New+York,+NY4134",49100,need the most relevant thermal reading readings for heat island around industrial with archival freshness,,industrial,temperature,archival,high,easy,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0492,easy,domain-09,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0493,test,"Atlanta,+GA6565",49200,need the most relevant ambient heat readings for pedestrian comfort around industrial with archival freshness,,industrial,temperature,archival,high,easy,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0493,easy,domain-13,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0494,test,"Manasquan,+NJ4047",49300,need the most relevant temperature readings for facade reflection around industrial with realtime freshness,,industrial,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,facade_reflection,qt-q-rf_1239_sprint-object_hard_v3-0494,easy,domain-02,,0,0,facade_reflection
q-rf_1239_sprint-object_hard_v3-0495,test,"Tacoma,+WA6720",49400,need the most relevant temperature readings for heat island around industrial with realtime freshness,,industrial,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0495,easy,domain-13,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0496,test,"Roachdale,+IN6402",49500,need the most relevant ambient heat readings for microclimate shift around industrial with recent freshness,,industrial,temperature,recent,high,easy,2,2,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0496,easy,domain-13;domain-16,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0497,test,Boston5499,49600,need the most relevant temperature readings for facade reflection around residential with realtime freshness,,residential,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,facade_reflection,qt-q-rf_1239_sprint-object_hard_v3-0497,easy,domain-12,,0,0,facade_reflection
q-rf_1239_sprint-object_hard_v3-0498,test,Paris4051,49700,need the most relevant ambient heat readings for cooling gap around residential with recent freshness,,residential,temperature,recent,high,easy,2,2,paraphrase_controlled,object_hard_v3,cooling_gap,qt-q-rf_1239_sprint-object_hard_v3-0498,easy,domain-05;domain-08,,0,0,cooling_gap
q-rf_1239_sprint-object_hard_v3-0499,test,"Relay,+MD6431",49800,need the most relevant temperature readings for cooling gap around school area with archival freshness,,school_area,temperature,archival,high,easy,1,1,paraphrase_controlled,object_hard_v3,cooling_gap,qt-q-rf_1239_sprint-object_hard_v3-0499,easy,domain-04,,0,0,cooling_gap
q-rf_1239_sprint-object_hard_v3-0500,test,"Munich,+Germany4087",49900,need the most relevant temperature readings for cooling gap around school area with realtime freshness,,school_area,temperature,realtime,high,easy,1,1,paraphrase_controlled,object_hard_v3,cooling_gap,qt-q-rf_1239_sprint-object_hard_v3-0500,easy,domain-11,,0,0,cooling_gap
q-rf_1239_sprint-object_hard_v3-0501,test,London4045,50000,need the most relevant temperature readings for microclimate shift around school area with realtime freshness,,school_area,temperature,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0501,medium,domain-04,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0502,test,"Rancho+Cordova,+CA5514",50100,need the most relevant thermal reading readings for pedestrian comfort around school area with recent freshness,,school_area,temperature,recent,high,medium,2,2,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0502,medium,domain-04;domain-07,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0503,test,"Sydney,+Australia4067",50200,need the most relevant ambient heat readings for microclimate shift around stadium area with archival freshness,,stadium_area,temperature,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0503,medium,domain-10,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0504,test,"Ashburn,+VA10162",50300,need the most relevant thermal reading readings for pedestrian comfort around stadium area with archival freshness,,stadium_area,temperature,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0504,medium,domain-11,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0505,test,"Seattle,+WA6450",50400,need the most relevant temperature readings for pedestrian comfort around stadium area with realtime freshness,,stadium_area,temperature,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0505,medium,domain-10,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0506,test,"Atlanta,+GA2338",50500,need the most relevant ambient heat readings for cooling gap around stadium area with recent freshness,,stadium_area,temperature,recent,high,medium,2,2,paraphrase_controlled,object_hard_v3,cooling_gap,qt-q-rf_1239_sprint-object_hard_v3-0506,medium,domain-10;domain-15,,0,0,cooling_gap
q-rf_1239_sprint-object_hard_v3-0507,test,"Relay,+MD4093",50600,need the most relevant ambient heat readings for microclimate shift around stadium area with recent freshness,,stadium_area,temperature,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0507,medium,domain-03,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0508,test,"New+York,+NY4134",50700,need the most relevant ambient heat readings for microclimate shift around transport hub with archival freshness,,transport_hub,temperature,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-object_hard_v3-0508,medium,domain-10,,0,0,microclimate_shift
q-rf_1239_sprint-object_hard_v3-0509,test,"Atlanta,+GA6565",50800,need the most relevant ambient heat readings for heat island around transport hub with realtime freshness,,transport_hub,temperature,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0509,medium,domain-03,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0510,test,"Manasquan,+NJ4047",50900,need the most relevant temperature readings for pedestrian comfort around transport hub with realtime freshness,,transport_hub,temperature,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0510,medium,domain-10,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0511,test,"Tacoma,+WA6720",51000,need the most relevant ambient heat readings for heat island around transport hub with recent freshness,,transport_hub,temperature,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,heat_island,qt-q-rf_1239_sprint-object_hard_v3-0511,medium,domain-02,,0,0,heat_island
q-rf_1239_sprint-object_hard_v3-0512,test,"Roachdale,+IN6402",51100,need the most relevant thermal reading readings for pedestrian comfort around transport hub with recent freshness,,transport_hub,temperature,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-object_hard_v3-0512,medium,domain-14,,0,0,pedestrian_comfort
q-rf_1239_sprint-object_hard_v3-0513,test,Boston5499,51200,need the most relevant vehicle flow speed readings for freight corridor slowdown around downtown with archival freshness,,downtown,traffic_speed,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0513,medium,domain-08,,0,0,freight_corridor_slowdown
q-rf_1239_sprint-object_hard_v3-0514,test,Paris4051,51300,need the most relevant vehicle flow speed readings for event dispersal around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,event_dispersal,qt-q-rf_1239_sprint-object_hard_v3-0514,medium,domain-01,,0,0,event_dispersal
q-rf_1239_sprint-object_hard_v3-0515,test,"Relay,+MD6431",51400,need the most relevant road speed readings for school zone slowdown around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,school_zone_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0515,medium,domain-08,,0,0,school_zone_slowdown
q-rf_1239_sprint-object_hard_v3-0516,test,"Munich,+Germany4087",51500,need the most relevant vehicle flow speed readings for event dispersal around downtown with recent freshness,,downtown,traffic_speed,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,event_dispersal,qt-q-rf_1239_sprint-object_hard_v3-0516,medium,domain-08,,0,0,event_dispersal
q-rf_1239_sprint-object_hard_v3-0517,test,London4045,51600,need the most relevant road speed readings for freight corridor slowdown around downtown with recent freshness,,downtown,traffic_speed,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0517,medium,domain-09,,0,0,freight_corridor_slowdown
q-rf_1239_sprint-object_hard_v3-0518,test,"Rancho+Cordova,+CA5514",51700,need the most relevant vehicle flow speed readings for event dispersal around industrial with archival freshness,,industrial,traffic_speed,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,event_dispersal,qt-q-rf_1239_sprint-object_hard_v3-0518,medium,domain-02,,0,0,event_dispersal
q-rf_1239_sprint-object_hard_v3-0519,test,"Sydney,+Australia4067",51800,need the most relevant vehicle flow speed readings for school zone slowdown around industrial with archival freshness,,industrial,traffic_speed,archival,high,medium,1,1,paraphrase_controlled,object_hard_v3,school_zone_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0519,medium,domain-09,,0,0,school_zone_slowdown
q-rf_1239_sprint-object_hard_v3-0520,test,"Ashburn,+VA10162",51900,need the most relevant vehicle flow speed readings for freight corridor slowdown around industrial with realtime freshness,,industrial,traffic_speed,realtime,high,medium,1,1,paraphrase_controlled,object_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0520,medium,domain-02,,0,0,freight_corridor_slowdown
q-rf_1239_sprint-object_hard_v3-0521,test,"Seattle,+WA6450",52000,need the most relevant road speed readings for school zone slowdown around industrial with recent freshness,,industrial,traffic_speed,recent,high,medium,1,1,paraphrase_controlled,object_hard_v3,school_zone_slowdown,qt-q-rf_1239_sprint-object_hard_v3-0521,medium,domain-02,,0,0,school_zone_slowdown
