object_id,domain_id,zone_id,zone_type,service_class,semantic_facet,freshness_class,time_bucket,vendor_template_id,canonical_name,producer_node_id,controller_node_id,payload_size_bytes,unit,value_type,object_version,object_text_id,semantic_intent_family,semantic_intent_variant,confuser_group_id,difficulty_tag
obj-09-01-noise_level-01-ncf01,domain-09,domain-09-zone-01,downtown,noise_level,stadium_dispersal_noise,realtime,morning,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-01-ncf01,producer-slot-domain-09-01-1,controller-slot-domain-09,290,db,float,1,text-obj-09-01-noise_level-01-ncf01,stadium_dispersal_noise,stadium_dispersal_noise_variant_03,cg-obj-09-01-noise_level-01,routing_hard
obj-09-01-noise_level-02,domain-09,domain-09-zone-01,downtown,noise_level,construction_residual_noise,recent,afternoon,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-02,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02,construction_residual_noise,construction_residual_noise_variant_01,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-02-snm01,domain-09,domain-09-zone-01,downtown,noise_level,nightlife_spike,recent,afternoon,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-02-snm01,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02-snm01,nightlife_spike,nightlife_spike_variant_01,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-02-snm02,domain-09,domain-09-zone-01,downtown,noise_level,freight_corridor_noise,recent,afternoon,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-02-snm02,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02-snm02,freight_corridor_noise,freight_corridor_noise_variant_02,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-02-snm03,domain-09,domain-09-zone-01,downtown,noise_level,school_pickup_disturbance,recent,afternoon,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-02-snm03,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02-snm03,school_pickup_disturbance,school_pickup_disturbance_variant_03,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-02-cnm01,domain-09,domain-09-zone-01,downtown,noise_level,construction_residual_noise,archival,afternoon,tpl-02,/city/domain-09/services/noise_level/zones/domain-09-zone-01/objects/obj-09-01-noise_level-02-cnm01,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02-cnm01,construction_residual_noise,construction_residual_noise_variant_01,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-02-ncf01,domain-09,domain-09-zone-01,downtown,noise_level,construction_residual_noise,recent,afternoon,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-02-ncf01,producer-slot-domain-09-01-2,controller-slot-domain-09,336,db,float,1,text-obj-09-01-noise_level-02-ncf01,construction_residual_noise,construction_residual_noise_variant_01,cg-obj-09-01-noise_level-02,routing_hard
obj-09-01-noise_level-03,domain-09,domain-09-zone-01,downtown,noise_level,nightlife_spike,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-03,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03,nightlife_spike,nightlife_spike_variant_02,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-noise_level-03-snm01,domain-09,domain-09-zone-01,downtown,noise_level,freight_corridor_noise,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-03-snm01,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03-snm01,freight_corridor_noise,freight_corridor_noise_variant_01,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-noise_level-03-snm02,domain-09,domain-09-zone-01,downtown,noise_level,school_pickup_disturbance,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-03-snm02,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03-snm02,school_pickup_disturbance,school_pickup_disturbance_variant_02,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-noise_level-03-snm03,domain-09,domain-09-zone-01,downtown,noise_level,stadium_dispersal_noise,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-03-snm03,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03-snm03,stadium_dispersal_noise,stadium_dispersal_noise_variant_03,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-noise_level-03-cnm01,domain-09,domain-09-zone-01,downtown,noise_level,nightlife_spike,realtime,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/noise_level/obj-09-01-noise_level-03-cnm01,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03-cnm01,nightlife_spike,nightlife_spike_variant_02,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-noise_level-03-ncf01,domain-09,domain-09-zone-01,downtown,noise_level,nightlife_spike,archival,evening,tpl-04,/iot/noise_level/domain-09/domain-09-zone-01/obj-09-01-noise_level-03-ncf01,producer-slot-domain-09-01-3,controller-slot-domain-09,142,db,float,1,text-obj-09-01-noise_level-03-ncf01,nightlife_spike,nightlife_spike_variant_02,cg-obj-09-01-noise_level-03,routing_hard
obj-09-01-parking_availability-01,domain-09,domain-09-zone-01,downtown,parking_availability,resident_night,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/parking_availability/obj-09-01-parking_availability-01,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01,resident_night,resident_night_variant_03,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-01-snm01,domain-09,domain-09-zone-01,downtown,parking_availability,stadium_guidance,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/parking_availability/obj-09-01-parking_availability-01-snm01,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01-snm01,stadium_guidance,stadium_guidance_variant_01,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-01-snm02,domain-09,domain-09-zone-01,downtown,parking_availability,curbside_short_stay,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/parking_availability/obj-09-01-parking_availability-01-snm02,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01-snm02,curbside_short_stay,curbside_short_stay_variant_02,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-01-snm03,domain-09,domain-09-zone-01,downtown,parking_availability,event_overflow,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/parking_availability/obj-09-01-parking_availability-01-snm03,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01-snm03,event_overflow,event_overflow_variant_03,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-01-cnm01,domain-09,domain-09-zone-01,downtown,parking_availability,resident_night,recent,morning,tpl-01,/domain-09/domain-09-zone-01/parking_availability/obj-09-01-parking_availability-01-cnm01,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01-cnm01,resident_night,resident_night_variant_03,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-01-ncf01,domain-09,domain-09-zone-01,downtown,parking_availability,resident_night,realtime,morning,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-01-ncf01,producer-slot-domain-09-01-1,controller-slot-domain-09,334,spots,integer,1,text-obj-09-01-parking_availability-01-ncf01,resident_night,resident_night_variant_03,cg-obj-09-01-parking_availability-01,routing_hard
obj-09-01-parking_availability-02,domain-09,domain-09-zone-01,downtown,parking_availability,stadium_guidance,recent,afternoon,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-02,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02,stadium_guidance,stadium_guidance_variant_01,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-parking_availability-02-snm01,domain-09,domain-09-zone-01,downtown,parking_availability,curbside_short_stay,recent,afternoon,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-02-snm01,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02-snm01,curbside_short_stay,curbside_short_stay_variant_01,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-parking_availability-02-snm02,domain-09,domain-09-zone-01,downtown,parking_availability,event_overflow,recent,afternoon,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-02-snm02,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02-snm02,event_overflow,event_overflow_variant_02,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-parking_availability-02-snm03,domain-09,domain-09-zone-01,downtown,parking_availability,commuter_transit_hub,recent,afternoon,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-02-snm03,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02-snm03,commuter_transit_hub,commuter_transit_hub_variant_03,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-parking_availability-02-cnm01,domain-09,domain-09-zone-01,downtown,parking_availability,stadium_guidance,archival,afternoon,tpl-02,/city/domain-09/services/parking_availability/zones/domain-09-zone-01/objects/obj-09-01-parking_availability-02-cnm01,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02-cnm01,stadium_guidance,stadium_guidance_variant_01,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-parking_availability-02-ncf01,domain-09,domain-09-zone-01,downtown,parking_availability,stadium_guidance,recent,afternoon,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/parking_availability/obj-09-01-parking_availability-02-ncf01,producer-slot-domain-09-01-2,controller-slot-domain-09,361,spots,integer,1,text-obj-09-01-parking_availability-02-ncf01,stadium_guidance,stadium_guidance_variant_01,cg-obj-09-01-parking_availability-02,routing_hard
obj-09-01-rainfall-01,domain-09,domain-09-zone-01,downtown,rainfall,storm_runoff,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/rainfall/obj-09-01-rainfall-01,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01,storm_runoff,storm_runoff_variant_03,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-01-snm01,domain-09,domain-09-zone-01,downtown,rainfall,venue_queue_rain,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/rainfall/obj-09-01-rainfall-01-snm01,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01-snm01,venue_queue_rain,venue_queue_rain_variant_01,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-01-snm02,domain-09,domain-09-zone-01,downtown,rainfall,shower_burst,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/rainfall/obj-09-01-rainfall-01-snm02,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01-snm02,shower_burst,shower_burst_variant_02,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-01-snm03,domain-09,domain-09-zone-01,downtown,rainfall,drainage_overflow,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/rainfall/obj-09-01-rainfall-01-snm03,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01-snm03,drainage_overflow,drainage_overflow_variant_03,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-01-cnm01,domain-09,domain-09-zone-01,downtown,rainfall,storm_runoff,recent,morning,tpl-01,/domain-09/domain-09-zone-01/rainfall/obj-09-01-rainfall-01-cnm01,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01-cnm01,storm_runoff,storm_runoff_variant_03,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-01-ncf01,domain-09,domain-09-zone-01,downtown,rainfall,storm_runoff,realtime,morning,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-01-ncf01,producer-slot-domain-09-01-1,controller-slot-domain-09,347,mm,float,1,text-obj-09-01-rainfall-01-ncf01,storm_runoff,storm_runoff_variant_03,cg-obj-09-01-rainfall-01,routing_hard
obj-09-01-rainfall-02,domain-09,domain-09-zone-01,downtown,rainfall,venue_queue_rain,recent,afternoon,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-02,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02,venue_queue_rain,venue_queue_rain_variant_01,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-rainfall-02-snm01,domain-09,domain-09-zone-01,downtown,rainfall,shower_burst,recent,afternoon,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-02-snm01,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02-snm01,shower_burst,shower_burst_variant_01,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-rainfall-02-snm02,domain-09,domain-09-zone-01,downtown,rainfall,drainage_overflow,recent,afternoon,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-02-snm02,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02-snm02,drainage_overflow,drainage_overflow_variant_02,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-rainfall-02-snm03,domain-09,domain-09-zone-01,downtown,rainfall,commuter_downpour,recent,afternoon,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-02-snm03,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02-snm03,commuter_downpour,commuter_downpour_variant_03,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-rainfall-02-cnm01,domain-09,domain-09-zone-01,downtown,rainfall,venue_queue_rain,archival,afternoon,tpl-02,/city/domain-09/services/rainfall/zones/domain-09-zone-01/objects/obj-09-01-rainfall-02-cnm01,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02-cnm01,venue_queue_rain,venue_queue_rain_variant_01,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-rainfall-02-ncf01,domain-09,domain-09-zone-01,downtown,rainfall,venue_queue_rain,recent,afternoon,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/rainfall/obj-09-01-rainfall-02-ncf01,producer-slot-domain-09-01-2,controller-slot-domain-09,228,mm,float,1,text-obj-09-01-rainfall-02-ncf01,venue_queue_rain,venue_queue_rain_variant_01,cg-obj-09-01-rainfall-02,routing_hard
obj-09-01-street_light_state-01,domain-09,domain-09-zone-01,downtown,street_light_state,school_perimeter_fault,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/street_light_state/obj-09-01-street_light_state-01,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01,school_perimeter_fault,school_perimeter_fault_variant_03,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-01-snm01,domain-09,domain-09-zone-01,downtown,street_light_state,maintenance_flicker,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/street_light_state/obj-09-01-street_light_state-01-snm01,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01-snm01,maintenance_flicker,maintenance_flicker_variant_01,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-01-snm02,domain-09,domain-09-zone-01,downtown,street_light_state,outage_cluster,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/street_light_state/obj-09-01-street_light_state-01-snm02,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01-snm02,outage_cluster,outage_cluster_variant_02,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-01-snm03,domain-09,domain-09-zone-01,downtown,street_light_state,dimming_schedule,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/street_light_state/obj-09-01-street_light_state-01-snm03,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01-snm03,dimming_schedule,dimming_schedule_variant_03,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-01-cnm01,domain-09,domain-09-zone-01,downtown,street_light_state,school_perimeter_fault,recent,morning,tpl-01,/domain-09/domain-09-zone-01/street_light_state/obj-09-01-street_light_state-01-cnm01,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01-cnm01,school_perimeter_fault,school_perimeter_fault_variant_03,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-01-ncf01,domain-09,domain-09-zone-01,downtown,street_light_state,school_perimeter_fault,realtime,morning,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-01-ncf01,producer-slot-domain-09-01-1,controller-slot-domain-09,247,state,enum,1,text-obj-09-01-street_light_state-01-ncf01,school_perimeter_fault,school_perimeter_fault_variant_03,cg-obj-09-01-street_light_state-01,routing_hard
obj-09-01-street_light_state-02,domain-09,domain-09-zone-01,downtown,street_light_state,maintenance_flicker,recent,afternoon,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-02,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02,maintenance_flicker,maintenance_flicker_variant_01,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-02-snm01,domain-09,domain-09-zone-01,downtown,street_light_state,outage_cluster,recent,afternoon,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-02-snm01,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02-snm01,outage_cluster,outage_cluster_variant_01,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-02-snm02,domain-09,domain-09-zone-01,downtown,street_light_state,dimming_schedule,recent,afternoon,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-02-snm02,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02-snm02,dimming_schedule,dimming_schedule_variant_02,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-02-snm03,domain-09,domain-09-zone-01,downtown,street_light_state,stadium_egress_lighting,recent,afternoon,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-02-snm03,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02-snm03,stadium_egress_lighting,stadium_egress_lighting_variant_03,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-02-cnm01,domain-09,domain-09-zone-01,downtown,street_light_state,maintenance_flicker,archival,afternoon,tpl-02,/city/domain-09/services/street_light_state/zones/domain-09-zone-01/objects/obj-09-01-street_light_state-02-cnm01,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02-cnm01,maintenance_flicker,maintenance_flicker_variant_01,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-02-ncf01,domain-09,domain-09-zone-01,downtown,street_light_state,maintenance_flicker,recent,afternoon,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-02-ncf01,producer-slot-domain-09-01-2,controller-slot-domain-09,350,state,enum,1,text-obj-09-01-street_light_state-02-ncf01,maintenance_flicker,maintenance_flicker_variant_01,cg-obj-09-01-street_light_state-02,routing_hard
obj-09-01-street_light_state-03,domain-09,domain-09-zone-01,downtown,street_light_state,outage_cluster,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-03,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03,outage_cluster,outage_cluster_variant_02,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-street_light_state-03-snm01,domain-09,domain-09-zone-01,downtown,street_light_state,dimming_schedule,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-03-snm01,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03-snm01,dimming_schedule,dimming_schedule_variant_01,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-street_light_state-03-snm02,domain-09,domain-09-zone-01,downtown,street_light_state,stadium_egress_lighting,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-03-snm02,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03-snm02,stadium_egress_lighting,stadium_egress_lighting_variant_02,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-street_light_state-03-snm03,domain-09,domain-09-zone-01,downtown,street_light_state,school_perimeter_fault,archival,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-03-snm03,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03-snm03,school_perimeter_fault,school_perimeter_fault_variant_03,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-street_light_state-03-cnm01,domain-09,domain-09-zone-01,downtown,street_light_state,outage_cluster,realtime,evening,tpl-03,/org/domain-09/zone/domain-09-zone-01/telemetry/street_light_state/obj-09-01-street_light_state-03-cnm01,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03-cnm01,outage_cluster,outage_cluster_variant_02,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-street_light_state-03-ncf01,domain-09,domain-09-zone-01,downtown,street_light_state,outage_cluster,archival,evening,tpl-04,/iot/street_light_state/domain-09/domain-09-zone-01/obj-09-01-street_light_state-03-ncf01,producer-slot-domain-09-01-3,controller-slot-domain-09,160,state,enum,1,text-obj-09-01-street_light_state-03-ncf01,outage_cluster,outage_cluster_variant_02,cg-obj-09-01-street_light_state-03,routing_hard
obj-09-01-temperature-01,domain-09,domain-09-zone-01,downtown,temperature,cooling_gap,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/temperature/obj-09-01-temperature-01,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01,cooling_gap,cooling_gap_variant_03,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-01-snm01,domain-09,domain-09-zone-01,downtown,temperature,facade_reflection,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/temperature/obj-09-01-temperature-01-snm01,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01-snm01,facade_reflection,facade_reflection_variant_01,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-01-snm02,domain-09,domain-09-zone-01,downtown,temperature,heat_island,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/temperature/obj-09-01-temperature-01-snm02,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01-snm02,heat_island,heat_island_variant_02,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-01-snm03,domain-09,domain-09-zone-01,downtown,temperature,microclimate_shift,realtime,morning,tpl-01,/domain-09/domain-09-zone-01/temperature/obj-09-01-temperature-01-snm03,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01-snm03,microclimate_shift,microclimate_shift_variant_03,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-01-cnm01,domain-09,domain-09-zone-01,downtown,temperature,cooling_gap,recent,morning,tpl-01,/domain-09/domain-09-zone-01/temperature/obj-09-01-temperature-01-cnm01,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01-cnm01,cooling_gap,cooling_gap_variant_03,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-01-ncf01,domain-09,domain-09-zone-01,downtown,temperature,cooling_gap,realtime,morning,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-01-ncf01,producer-slot-domain-09-01-1,controller-slot-domain-09,338,celsius,float,1,text-obj-09-01-temperature-01-ncf01,cooling_gap,cooling_gap_variant_03,cg-obj-09-01-temperature-01,routing_hard
obj-09-01-temperature-02,domain-09,domain-09-zone-01,downtown,temperature,facade_reflection,recent,afternoon,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-02,producer-slot-domain-09-01-2,controller-slot-domain-09,283,celsius,float,1,text-obj-09-01-temperature-02,facade_reflection,facade_reflection_variant_01,cg-obj-09-01-temperature-02,object_hard
obj-09-01-temperature-02-snm01,domain-09,domain-09-zone-01,downtown,temperature,heat_island,recent,afternoon,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-02-snm01,producer-slot-domain-09-01-2,controller-slot-domain-09,283,celsius,float,1,text-obj-09-01-temperature-02-snm01,heat_island,heat_island_variant_01,cg-obj-09-01-temperature-02,object_hard
obj-09-01-temperature-02-snm02,domain-09,domain-09-zone-01,downtown,temperature,microclimate_shift,recent,afternoon,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-02-snm02,producer-slot-domain-09-01-2,controller-slot-domain-09,283,celsius,float,1,text-obj-09-01-temperature-02-snm02,microclimate_shift,microclimate_shift_variant_02,cg-obj-09-01-temperature-02,object_hard
obj-09-01-temperature-02-snm03,domain-09,domain-09-zone-01,downtown,temperature,pedestrian_comfort,recent,afternoon,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-02-snm03,producer-slot-domain-09-01-2,controller-slot-domain-09,283,celsius,float,1,text-obj-09-01-temperature-02-snm03,pedestrian_comfort,pedestrian_comfort_variant_03,cg-obj-09-01-temperature-02,object_hard
obj-09-01-temperature-02-cnm01,domain-09,domain-09-zone-01,downtown,temperature,facade_reflection,archival,afternoon,tpl-02,/city/domain-09/services/temperature/zones/domain-09-zone-01/objects/obj-09-01-temperature-02-cnm01,producer-slot-domain-09-01-2,controller-slot-domain-09,283,celsius,float,1,text-obj-09-01-temperature-02-cnm01,facade_reflection,facade_reflection_variant_01,cg-obj-09-01-temperature-02,object_hard
